Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 9
	Pulsos por negra: 384
Pista 0:
	Tama~no: 26
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 690
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: metaevento, Canal: 15
[768] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[16704] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[16892] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[16896] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[17084] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[17088] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[17276] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[17276] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[17280] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[17472] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[17660] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[17664] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[17852] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[17856] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[18044] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[18048] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[18236] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[18240] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[18428] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[18428] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[18432] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[19580] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[19584] Evento: nota encendida, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[19776] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[19964] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[19968] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[20156] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[20160] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[20348] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[20352] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[20540] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[20544] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[20732] Evento: nota apagada, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[20732] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[20736] Evento: nota encendida, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[20928] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[21116] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[21120] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[21308] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[21312] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[21500] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[21504] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[21692] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[21696] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[21884] Evento: nota apagada, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[21884] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[21888] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[22080] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[22268] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[22272] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[22460] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[22464] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[22652] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[22656] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[22844] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[22848] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[23036] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[23036] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[23040] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[23232] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[23420] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[23424] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[23612] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[23616] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[23804] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[23808] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[23996] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[24000] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[24188] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[24188] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[24192] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[24384] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[24572] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[24576] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[24764] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[24768] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[24956] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[24960] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[25148] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[25152] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[25340] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[25340] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[25344] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[25536] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[25724] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[25728] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[25916] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[25920] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[26108] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[26112] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[26300] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[26304] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[26492] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[26492] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[26496] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[26688] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[26876] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[26880] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[27068] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[27072] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[27260] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[27264] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[27452] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[27456] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[27644] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[27644] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[27648] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[27840] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[28028] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[28032] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[28220] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[28224] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[28412] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[28416] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[28604] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[28608] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[28796] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[28796] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[28800] Evento: nota encendida, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[28992] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[29180] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[29184] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[29372] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[29376] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[29564] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[29568] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[29756] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[29760] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[29948] Evento: nota apagada, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[29948] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[29952] Evento: nota encendida, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[30144] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[30332] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[30336] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[30524] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[30528] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[30716] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[30720] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[30908] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[30912] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[31100] Evento: nota apagada, Canal: 1, Nota: C, Octava: 4, Velocidad: 31
[31100] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[31104] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[31296] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[31484] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[31488] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[31676] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[31680] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[31868] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[31872] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[32060] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[32064] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[32252] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[32252] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[32256] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[32448] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[32636] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[32640] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[32828] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[32832] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[33020] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[33024] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[33212] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[33216] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[33404] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[33404] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[33408] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[33600] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[33788] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[33792] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[33980] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[33984] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[34172] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[34176] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[34364] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[34368] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[34556] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[34556] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[34560] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[34752] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[34940] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[34944] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[35132] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[35136] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[35324] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[35328] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[35516] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[35520] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[35708] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[35708] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[35712] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[35904] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[36092] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[36096] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[36284] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[36288] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[36476] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[36480] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[36668] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[36672] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[36860] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[36860] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[36864] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[37628] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[37628] Evento: metaevento, Canal: 15
Final de la pista 2.
Pista 3:
	Tama~no: 690
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: metaevento, Canal: 15
[768] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[1148] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[1152] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[1916] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[1920] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[2300] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[2304] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[2876] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[2880] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 112
[3068] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 112
[3072] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[3452] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[3456] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[4220] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[4224] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[4604] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[4608] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[5180] Evento: nota apagada, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[5184] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[5372] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[5376] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[5756] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[5760] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[6524] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[6528] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[6908] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[6912] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[7484] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[7488] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[7676] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[7680] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[8060] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[8064] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[8828] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[8832] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[9212] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[9216] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 112
[9980] Evento: nota apagada, Canal: 0, Nota: E, Octava: 3, Velocidad: 112
[9984] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[10364] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[10368] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[11132] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[11136] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[11516] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[11520] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[12092] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[12096] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 112
[12284] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 112
[12288] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[12668] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[12672] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[13436] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[13440] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[13820] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[13824] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[14396] Evento: nota apagada, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[14400] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[14588] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[14592] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[14972] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[14976] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[15548] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[15552] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[15740] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[15744] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[16124] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[16128] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[16700] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[16704] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 3, Velocidad: 112
[16892] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 3, Velocidad: 112
[16896] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[17276] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[17280] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[18428] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[18432] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[19580] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[19584] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 112
[20732] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 112
[20736] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 112
[21308] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 112
[21312] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 4, Velocidad: 112
[21500] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 4, Velocidad: 112
[21504] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[21884] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 112
[21888] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[22652] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 112
[22656] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[23036] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[23040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[23612] Evento: nota apagada, Canal: 0, Nota: G, Octava: 3, Velocidad: 112
[23616] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[23804] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[23808] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[24188] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[24192] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[24956] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 112
[24960] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[25340] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[25344] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[25916] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[25920] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[26108] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[26112] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[26492] Evento: nota apagada, Canal: 0, Nota: A, Octava: 3, Velocidad: 112
[26496] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[27260] Evento: nota apagada, Canal: 0, Nota: B, Octava: 3, Velocidad: 112
[27264] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[27644] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 3, Velocidad: 112
[27648] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 112
