Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 10
	Pulsos por negra: 384
Pista 0:
	Tama~no: 35
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[204284] Evento: metaevento, Canal: 15
[204284] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 7970
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de pitch, Canal: 0
[1536] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[5376] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 101
[5808] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[5952] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 81
[6096] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[6144] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 90
[6576] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[6720] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 81
[6864] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[6912] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 102
[7344] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[7488] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 75
[7632] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[7680] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 86
[8112] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[8256] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 76
[8400] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[8448] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 90
[8880] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[9024] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 85
[9168] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[9216] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 96
[9648] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[9792] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 75
[9936] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[9984] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 85
[10416] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[10560] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 90
[10704] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[10752] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 100
[11184] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[11328] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 80
[11472] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[11520] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 93
[11952] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[12096] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 87
[12240] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[12288] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 90
[12720] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[12864] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 91
[13008] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[13056] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 94
[13488] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[13632] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 84
[13776] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[13824] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 102
[14256] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[14400] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 93
[14544] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[14592] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 96
[15024] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[15168] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 88
[15312] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[15360] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 87
[15792] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[15936] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 92
[16080] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[16128] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 96
[16560] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[16704] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 84
[16848] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[16896] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 103
[17328] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[17472] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 75
[17616] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[17664] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 85
[18096] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[18240] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 82
[18384] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[18432] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 93
[18864] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[19008] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 84
[19152] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[19200] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 101
[19632] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[19776] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 92
[19920] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[19968] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 78
[20400] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[20544] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 94
[20688] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[20736] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 99
[21168] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[21312] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 94
[21456] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[21504] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 87
[21936] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[22080] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 79
[22224] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[22272] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 100
[22704] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[22848] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 87
[22992] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[23040] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 94
[23472] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[23616] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 78
[23760] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[23808] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 89
[24240] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[24384] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 91
[24528] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[24576] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 103
[25008] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[25152] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 85
[25296] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[25344] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 91
[25776] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[25920] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 88
[26064] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[26112] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 96
[26544] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[26688] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 81
[26832] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[26880] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 85
[27312] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[27456] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 81
[27600] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[27648] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 86
[28080] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[28224] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 89
[28368] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[28416] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 90
[28848] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[28992] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 92
[29136] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[29184] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 90
[29616] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[29760] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 80
[29904] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[29952] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 95
[30384] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[30528] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 91
[30672] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[30720] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 91
[31152] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[31296] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 90
[31440] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[31488] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 99
[31920] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[32064] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 78
[32208] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[32256] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 86
[32688] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[32832] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 75
[32976] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[33024] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 85
[33456] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[33600] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 93
[33744] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[33792] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 88
[34224] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[34368] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 82
[34512] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[34560] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 92
[34992] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[35136] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 80
[35280] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[35328] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 87
[35832] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[36000] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 87
[36072] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[36096] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 103
[36528] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[36672] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 89
[36744] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[36768] Evento: nota encendida, Canal: 1, Nota: D#, Octava: 2, Velocidad: 86
[36840] Evento: nota apagada, Canal: 1, Nota: D#, Octava: 2, Velocidad: 0
[36864] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 100
[37368] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[37536] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 90
[37608] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[37632] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 96
[38064] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[38208] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 77
[38280] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[38304] Evento: nota encendida, Canal: 1, Nota: C#, Octava: 2, Velocidad: 83
[38376] Evento: nota apagada, Canal: 1, Nota: C#, Octava: 2, Velocidad: 0
[38400] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 104
[38904] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[39072] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 83
[39144] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[39168] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 103
[39600] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[39744] Evento: nota encendida, Canal: 1, Nota: A#, Octava: 1, Velocidad: 79
[39816] Evento: nota apagada, Canal: 1, Nota: A#, Octava: 1, Velocidad: 0
[39840] Evento: nota encendida, Canal: 1, Nota: B, Octava: 1, Velocidad: 81
[39912] Evento: nota apagada, Canal: 1, Nota: B, Octava: 1, Velocidad: 0
[39936] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 92
[40440] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[40608] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 76
[40680] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[40704] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 96
[41136] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[41280] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 77
[41352] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[41376] Evento: nota encendida, Canal: 1, Nota: E, Octava: 1, Velocidad: 91
[41448] Evento: nota apagada, Canal: 1, Nota: E, Octava: 1, Velocidad: 0
[41472] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 93
[41976] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[42144] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 93
[42216] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[42240] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 100
[42672] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[42816] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 77
[42888] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[42912] Evento: nota encendida, Canal: 1, Nota: D#, Octava: 2, Velocidad: 83
[42984] Evento: nota apagada, Canal: 1, Nota: D#, Octava: 2, Velocidad: 0
[43008] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 93
[43512] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[43680] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 79
[43752] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[43776] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 87
[44208] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[44352] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 77
[44424] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[44448] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 84
[44520] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[44544] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 96
[45048] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[45216] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 84
[45288] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[45312] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 94
[45744] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[45888] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 79
[45960] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[45984] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 91
[46056] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[46080] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 97
[46584] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[46752] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 81
[46824] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[46848] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 95
[47280] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[47424] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 88
[47496] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[47520] Evento: nota encendida, Canal: 1, Nota: C#, Octava: 2, Velocidad: 80
[47592] Evento: nota apagada, Canal: 1, Nota: C#, Octava: 2, Velocidad: 0
[47616] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 97
[48120] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[48288] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 81
[48360] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[48384] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 89
[48816] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[48960] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 86
[49032] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[49056] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 92
[49128] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[49152] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 101
[49656] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[49824] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 82
[49896] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[49920] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 93
[50352] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[50496] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 80
[50568] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[50592] Evento: nota encendida, Canal: 1, Nota: C#, Octava: 2, Velocidad: 85
[50664] Evento: nota apagada, Canal: 1, Nota: C#, Octava: 2, Velocidad: 0
[50688] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 93
[51192] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[51360] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 89
[51432] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[51456] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 103
[51888] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[52032] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 92
[52104] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[52128] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 84
[52200] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[52224] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 104
[52728] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[52896] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 90
[52968] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[52992] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 91
[53424] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[53568] Evento: nota encendida, Canal: 1, Nota: E, Octava: 2, Velocidad: 83
[53640] Evento: nota apagada, Canal: 1, Nota: E, Octava: 2, Velocidad: 0
[53664] Evento: nota encendida, Canal: 1, Nota: D#, Octava: 2, Velocidad: 79
[53736] Evento: nota apagada, Canal: 1, Nota: D#, Octava: 2, Velocidad: 0
[53760] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 101
[54264] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[54432] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 86
[54504] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[54528] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 98
[54960] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[55104] Evento: nota encendida, Canal: 1, Nota: A, Octava: 1, Velocidad: 83
[55176] Evento: nota apagada, Canal: 1, Nota: A, Octava: 1, Velocidad: 0
[55200] Evento: nota encendida, Canal: 1, Nota: F, Octava: 1, Velocidad: 77
[55272] Evento: nota apagada, Canal: 1, Nota: F, Octava: 1, Velocidad: 0
[55296] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 86
[55800] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[55968] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 79
[56040] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[56064] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 85
[56496] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[56640] Evento: nota encendida, Canal: 1, Nota: D, Octava: 2, Velocidad: 79
[56712] Evento: nota apagada, Canal: 1, Nota: D, Octava: 2, Velocidad: 0
[56736] Evento: nota encendida, Canal: 1, Nota: C#, Octava: 2, Velocidad: 88
[56808] Evento: nota apagada, Canal: 1, Nota: C#, Octava: 2, Velocidad: 0
[56832] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 93
[57336] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[57504] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 83
[57576] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[57600] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 89
[58032] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[58176] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 84
[58248] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[58272] Evento: nota encendida, Canal: 1, Nota: A#, Octava: 1, Velocidad: 88
[58344] Evento: nota apagada, Canal: 1, Nota: A#, Octava: 1, Velocidad: 0
[58368] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 94
[58872] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[59040] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 90
[59112] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[59136] Evento: nota encendida, Canal: 1, Nota: C, Octava: 2, Velocidad: 101
[59568] Evento: nota apagada, Canal: 1, Nota: C, Octava: 2, Velocidad: 0
[59712] Evento: nota encendida, Canal: 1, Nota: G, Octava: 1, Velocidad: 94
[59784] Evento: nota apagada, Canal: 1, Nota: G, Octava: 1, Velocidad: 0
[59808] Evento: nota encendida, Canal: 1, Nota: E, Octava: 1, Velocidad: 75
[59880] Evento: nota apagada, Canal: 1, Nota: E, Octava: 1, Velocidad: 0
