Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 20
	Pulsos por negra: 240
Pista 0:
	Tama~no: 114
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 0
[16] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[111] Evento: metaevento, Canal: 15
[111] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 7843
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[31] Evento: cambio de control, Canal: 0
[62] Evento: cambio de control, Canal: 0
[93] Evento: cambio de control, Canal: 0
[240] Evento: cambio de control, Canal: 0
[241] Evento: cambio de control, Canal: 0
[242] Evento: cambio de programa, Canal: 0
[243] Evento: cambio de control, Canal: 0
[243] Evento: cambio de control, Canal: 0
[8640] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[121080] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[121170] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[121170] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[121170] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[121320] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[121320] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[121320] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[121440] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[121440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[121440] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[121680] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[121680] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[121680] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[121800] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[121800] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[121800] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[121920] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[121920] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[121920] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[122040] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[122040] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[122040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[122160] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[122160] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[122160] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[122370] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[122370] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[122370] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[122400] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 127
[122400] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[122400] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 127
[122640] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[122640] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[122640] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[122760] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[122760] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[122760] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 127
[123360] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[123360] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[123360] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[123840] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 127
[123840] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 127
[123840] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[124800] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[124800] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 0
[124800] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[124800] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 127
[124800] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 5, Velocidad: 127
[124800] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 127
[125760] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[125760] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 5, Velocidad: 0
[125760] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 0
[126000] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[126120] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[126120] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[126240] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[126240] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[126360] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[126360] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[126480] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[126480] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[126600] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[126600] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[126720] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[126840] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[126960] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[126960] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[127080] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[127080] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[127200] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[127200] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[127320] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[127320] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[127440] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[127440] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[127620] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[127680] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 127
[127680] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 127
[127680] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 127
[128640] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[128640] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 0
[128640] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[128640] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 127
[128640] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 5, Velocidad: 127
[128640] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 127
[129480] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[129480] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 5, Velocidad: 0
[129480] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 0
[129600] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[129600] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[129720] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[129720] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[129840] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[129840] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[129960] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[129960] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[130080] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[130080] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[130320] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[130320] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[130440] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[130440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[130560] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[130560] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[130680] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[130680] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[130800] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[130800] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[130920] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 127
[130920] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 127
[131010] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[131010] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 0
[131040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[131040] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[131280] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[131280] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[131520] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[131520] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[131640] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[131640] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[131760] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[131760] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[131880] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[131880] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[132000] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[132000] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[132240] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[132240] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[132360] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[132360] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[132480] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[132480] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[132600] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[132600] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[133200] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[133200] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[133440] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[133440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[133560] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[133560] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[133680] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[133680] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[133800] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[133800] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[133920] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[133920] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[134160] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[134160] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[134280] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[134280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[134400] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[134400] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[134520] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[134520] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[134640] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[134640] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[134760] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 127
[134760] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 127
[134850] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[134850] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 0
[134880] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[134880] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[135120] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[135120] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[135360] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[135360] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[135480] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[135480] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[135600] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[135600] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[135720] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[135720] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[135840] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[135840] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[136080] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[136080] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[136200] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[136200] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[136320] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[136320] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[136440] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[136440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[137040] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[137040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[137280] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[137280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[137400] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[137400] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[137520] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[137520] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[137640] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[137640] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[137760] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[137760] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[138000] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[138000] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[138120] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[138120] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[138240] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[138240] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[138360] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[138360] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[138480] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[138480] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[138600] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 127
[138600] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 127
[138690] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[138690] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 0
[138720] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[138720] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[138960] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[138960] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[139200] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[139200] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[139320] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[139320] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[139440] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[139440] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[139560] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[139560] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[139680] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[139680] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[139920] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[139920] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[140040] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[140040] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[140160] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[140160] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[140280] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[140280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[140880] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[140880] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[141120] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[141120] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[141240] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[141240] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[141360] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[141360] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[141480] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[141480] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[141600] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[141600] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[141840] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[141840] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[141960] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[141960] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[142080] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[142080] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[142200] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[142200] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[142320] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[142320] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[142440] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 127
[142440] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 127
[142530] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[142530] Evento: nota encendida, Canal: 0, Nota: C#, Octava: 4, Velocidad: 0
[142560] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[142560] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[142800] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[142800] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[143040] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[143040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[143160] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[143160] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[143280] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[143280] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[143400] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[143400] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[143520] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[143520] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 127
[143760] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[143760] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[143880] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 127
[143880] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 127
[144000] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[144000] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 3, Velocidad: 0
[144120] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[144120] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 127
[144360] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 127
[144390] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 0
[144390] Evento: nota encendida, Canal: 0, Nota: G, Octava: 5, Velocidad: 127
[144720] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[144720] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[144960] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 127
[144960] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 127
[145050] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 0
[145050] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[145080] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 127
[145080] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[145140] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[145140] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[145200] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 127
[145200] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 127
[145290] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 0
[145290] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[145320] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 127
[145320] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 127
[145410] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 0
[145410] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[145440] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 127
[145440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 127
[145530] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[145530] Evento: nota encendida, Canal: 0, Nota: A#, Octava: 4, Velocidad: 0
[145680] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 127
[145680] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 127
[145710] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[145710] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 0
[145740] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 127
